NOTE:
FFi=-1 means that there is no Flop input to the target net n
FFo=-1 means that there is no Flop output from the target net n
PI=-1 means that there is no primary input reachable to target net n


LGFi_avg: 1.9382303839732888
FFi_avg: 3.571285475792988
PI_avg: 11.142904841402338
FFo_avg: 4.216026711185309
PO_avg: 10.85575959933222


Net	LGFi	FFi	FFo	PI	PO
n3043gat	1	4	6	21	9
n1960gat	1	5	5	22	8
n1887gat	1	3	6	20	9
n1961gat	3	5	3	22	6
n2996gat	5	4	4	21	7
I3504	2	7	1	11	14
n2330gat	2	6	2	10	15
n2199gat	2	5	3	9	16
n2147gat	3	4	4	8	17
I3509	1	2	7	17	10
n3045gat	1	3	6	18	9
n2332gat	1	4	5	19	8
I3513	1	3	7	18	10
n3046gat	1	4	6	19	9
n2259gat	1	5	5	20	8
n2328gat	2	6	3	21	6
n3008gat	2	5	4	20	7
I3520	2	7	1	11	14
n2498gat	2	6	2	10	15
n2151gat	2	4	6	19	9
n2193gat	2	3	6	18	9
n2209gat	2	4	3	19	6
n3005gat	4	3	4	18	7
I3530	2	6	1	11	14
n2396gat	2	5	2	10	15
n2052gat	1	3	5	18	8
n2058gat	3	4	3	19	6
n2997gat	5	3	4	18	7
I3539	2	6	1	11	14
n2198gat	2	5	2	10	15
n2349gat	3	4	6	19	9
n2215gat	3	3	6	18	9
n2281gat	2	4	3	19	6
n3009gat	4	3	4	18	7
I3549	2	6	1	11	14
n2197gat	2	5	2	10	15
n2146gat	3	4	3	19	6
n3002gat	7	3	4	18	7
I3558	2	6	1	11	14
n2196gat	2	5	2	10	15
I3587	0	1	4	22	14
n2124gat	1	2	3	23	13
n2115gat	0	1	3	26	13
I3610	3	3	1	7	11
n1882gat	4	2	2	6	12
I3621	0	1	7	17	23
n1974gat	1	2	6	18	22
n1955gat	1	4	8	21	24
n1970gat	2	5	6	20	22
n1896gat	5	4	6	19	22
n1973gat	0	1	6	17	22
n2558gat	2	5	2	11	18
n2559gat	3	4	3	10	19
I3635	1	6	1	12	17
I3646	0	1	7	17	23
n2643gat	1	2	6	18	22
n2333gat	1	2	8	17	24
n2564gat	2	5	6	20	22
n2352gat	5	4	6	19	22
n2642gat	0	1	6	17	22
n2636gat	2	5	2	11	18
n2637gat	3	4	3	10	19
I3660	1	6	1	12	17
n88gat	3	5	6	7	20
n84gat	3	4	7	6	21
n375gat	2	8	4	5	18
n110gat	4	7	4	4	18
I3677	0	1	8	11	22
n155gat	1	2	7	12	21
n253gat	2	6	7	12	21
n1702gat	2	5	2	11	7
n150gat	0	1	7	11	21
I3691	0	1	8	11	22
n151gat	1	2	7	12	21
n243gat	2	6	8	12	22
n233gat	1	7	7	13	21
n154gat	0	1	7	11	21
n800gat	3	4	4	14	18
n2874gat	7	3	5	13	19
I3703	2	7	1	6	15
n2917gat	4	6	2	5	16
n235gat	2	4	4	14	18
n2878gat	4	3	5	13	19
I3713	2	7	1	6	15
n2892gat	4	6	2	5	16
n372gat	2	10	4	5	16
n212gat	4	9	5	4	17
n817gat	0	1	10	24	24
n329gat	0	1	7	11	19
I3736	0	1	8	11	20
n387gat	1	2	7	12	19
n334gat	2	6	7	12	19
n1700gat	2	5	2	11	7
n386gat	0	1	7	11	19
I3742	0	1	8	11	20
n330gat	1	2	7	12	19
n1430gat	2	6	8	12	20
n1490gat	1	7	7	13	19
n452gat	3	4	4	14	16
n2885gat	7	3	5	13	17
I3754	3	7	1	6	13
n2900gat	6	6	2	5	14
n333gat	2	4	4	14	16
n2883gat	4	3	5	13	17
I3765	3	7	1	6	13
n2929gat	6	6	2	5	14
I3777	0	1	8	11	20
n462gat	1	2	7	12	19
n325gat	0	1	7	11	19
n457gat	2	4	7	14	19
n2884gat	5	3	7	13	19
n461gat	0	1	7	11	19
n458gat	2	4	4	14	16
n2902gat	4	3	5	13	17
I3801	3	7	1	6	13
n2925gat	6	6	2	5	14
n144gat	3	4	7	14	19
n247gat	3	3	7	13	19
I3808	0	1	8	11	20
n326gat	1	2	7	12	19
n878gat	2	4	4	14	16
n2879gat	4	3	5	13	17
I3817	3	7	1	6	13
n2916gat	6	6	2	5	14
n382gat	0	1	7	11	19
I3831	0	1	8	11	20
n383gat	1	2	7	12	19
n134gat	3	4	4	14	16
n2875gat	7	3	5	13	17
I3841	3	7	1	6	13
n2899gat	6	6	2	5	14
n254gat	0	1	7	11	21
n252gat	2	4	7	14	21
n2877gat	5	3	7	13	21
n468gat	0	1	7	11	21
I3867	0	1	8	11	22
n469gat	1	2	7	12	21
n381gat	2	4	4	14	18
n2893gat	4	3	5	13	19
I3876	2	7	1	6	15
n2926gat	4	6	2	5	16
n241gat	3	4	7	14	21
n140gat	3	3	7	13	21
I3882	0	1	8	11	22
n255gat	1	2	7	12	21
n802gat	2	4	4	14	18
n2882gat	4	3	5	13	19
I3891	2	7	1	6	15
n2924gat	4	6	2	5	16
n146gat	0	1	7	11	21
I3904	0	1	8	11	22
n147gat	1	2	7	12	21
n380gat	3	4	4	14	18
n2881gat	7	3	5	13	19
I3914	2	7	1	6	15
n2923gat	4	6	2	5	16
n69gat	2	8	-1	7	5
n68gat	6	7	-1	6	6
n1885gat	1	8	-1	25	5
I3923	2	10	-1	9	3
n2710gat	2	9	-1	8	4
n2707gat	1	11	-1	10	2
n16gat	4	5	-1	6	8
n295gat	2	-1	-1	5	8
n357gat	2	-1	-1	4	9
n11gat	2	8	-1	7	5
n12gat	6	7	-1	6	6
n1889gat	1	6	-1	23	5
I3935	2	8	-1	9	3
n2704gat	2	7	-1	8	4
n2700gat	1	9	-1	10	2
n2051gat	1	6	-1	23	5
I3941	2	5	-1	10	3
n2684gat	3	4	-1	9	4
n2680gat	1	6	-1	11	2
n1350gat	3	3	-1	12	6
I3945	1	4	-1	13	5
n2696gat	1	5	-1	14	4
I3948	1	6	-1	15	3
n2692gat	1	7	-1	16	2
I3951	1	2	-1	18	5
n2683gat	1	3	-1	19	4
I3954	1	4	-1	20	3
n2679gat	1	5	-1	21	2
I3957	0	1	-1	17	7
n2449gat	1	2	-1	18	6
n1754gat	1	3	-1	19	5
I3962	2	3	-1	17	3
n2830gat	2	2	-1	16	4
n2827gat	1	4	-1	18	2
n2512gat	0	1	-1	16	5
n1544gat	2	6	1	12	8
n1769gat	0	1	-1	10	5
n1683gat	3	3	-1	12	5
n1756gat	3	2	-1	11	6
n2167gat	0	1	-1	13	8
n2013gat	4	3	-1	11	5
I4000	6	2	-1	10	6
n1791gat	1	4	-1	12	4
n2691gat	2	4	-1	11	2
n2695gat	3	3	-1	10	3
n1518gat	1	8	-1	14	4
n2699gat	2	4	-1	13	2
n2703gat	4	3	-1	12	3
n2159gat	3	4	-1	12	5
n2478gat	2	10	-1	23	5
I4014	2	6	-1	14	3
n2744gat	2	5	-1	13	4
n2740gat	1	7	-1	15	2
n2158gat	3	4	-1	12	5
n2186gat	2	10	-1	23	5
I4020	2	6	-1	14	3
n2800gat	2	5	-1	13	4
n2797gat	1	7	-1	15	2
n2288gat	3	5	2	18	14
I4024	5	4	3	17	15
n1513gat	1	6	1	19	13
n2537gat	3	3	3	16	9
n2538gat	3	2	4	15	10
n2442gat	3	5	1	18	7
n2483gat	3	4	2	17	8
n1334gat	0	1	-1	21	10
I4055	0	1	-1	15	9
n1747gat	1	2	-1	16	8
I4067	0	1	-1	23	9
n1674gat	1	2	-1	24	8
n1403gat	3	4	-1	14	8
n1402gat	6	3	-1	13	9
I4081	0	1	-1	21	9
n1806gat	1	2	-1	22	8
n1634gat	1	6	1	21	11
n1338gat	0	1	-1	22	8
I4105	0	1	-1	15	9
n1455gat	1	2	-1	16	8
I4108	0	1	-1	22	11
n1339gat	1	2	-1	23	10
n1505gat	4	4	-1	17	5
n2980gat	9	3	-1	16	6
I4117	1	5	-1	18	4
n2758gat	1	6	-1	19	3
n2755gat	1	7	-1	20	2
n1546gat	4	4	-1	17	5
I4122	1	5	-1	18	4
n2752gat	1	6	-1	19	3
n2748gat	1	7	-1	20	2
n2012gat	2	3	-1	12	14
n2016gat	2	2	1	11	8
n2002gat	2	4	-1	13	12
n2008gat	2	3	-1	12	13
I4129	0	-1	-1	1	14
n2858gat	1	-1	-1	2	13
n2857gat	1	-1	-1	3	12
I4135	0	-1	-1	1	13
n2766gat	1	-1	-1	2	12
I4138	1	-1	-1	3	11
n2765gat	1	-1	-1	4	10
n1684gat	3	4	-1	6	8
n1759gat	5	3	-1	5	9
I4145	5	4	1	19	12
I4157	0	1	-1	22	9
n1524gat	1	2	-1	23	8
n1862gat	3	4	3	19	12
n1863gat	3	3	4	18	13
n1919gat	3	4	1	19	10
n1860gat	3	3	2	18	11
n1460gat	0	1	-1	22	10
I4185	0	1	-1	22	10
n1595gat	1	2	-1	23	9
n1454gat	2	8	-1	14	10
n1469gat	3	7	-1	13	9
n1468gat	3	4	-1	16	11
n1519gat	4	3	-1	15	9
I4194	0	1	-1	22	12
n1461gat	1	2	-1	23	11
n1477gat	2	4	-1	18	8
n2984gat	5	3	-1	17	9
n1594gat	0	1	-1	22	7
I4212	0	1	-1	24	8
n1587gat	1	2	-1	25	7
n1681gat	3	3	-1	15	6
I4217	6	2	-1	14	7
I4222	3	4	-1	10	4
n1761gat	8	3	-1	9	5
n2751gat	1	5	-1	11	3
n2747gat	1	6	-1	12	2
I4227	3	4	-1	10	4
n1760gat	8	3	-1	9	5
n2743gat	1	5	-1	11	3
n2739gat	1	6	-1	12	2
n1978gat	1	5	-1	18	7
I4233	3	7	-1	14	5
n1721gat	4	6	-1	13	6
n2808gat	1	8	-1	15	4
I4236	1	9	-1	16	3
n2804gat	1	10	-1	17	2
n517gat	2	-1	17	6	12
n518gat	4	-1	18	5	13
n417gat	2	-1	18	5	13
n418gat	2	-1	19	4	12
n413gat	2	-1	18	5	13
n411gat	2	-1	18	4	11
n412gat	2	-1	18	5	13
n522gat	2	-1	18	4	12
n406gat	2	-1	15	5	10
n516gat	2	-1	15	4	10
n407gat	3	-1	15	7	10
n355gat	7	-1	16	6	11
n290gat	3	-1	15	6	8
n525gat	6	-1	16	5	9
n527gat	2	-1	17	5	12
n356gat	2	-1	16	4	9
n416gat	2	-1	17	5	12
n415gat	2	-1	16	4	9
n528gat	2	-1	17	5	12
n521gat	2	-1	18	4	12
n358gat	3	-1	15	7	10
n532gat	3	-1	16	6	11
n639gat	2	-1	18	6	10
n523gat	4	-1	17	5	11
n1111gat	3	-1	16	7	9
n635gat	5	-1	17	6	10
n524gat	2	-1	18	6	11
n414gat	4	-1	17	5	10
n1112gat	3	-1	16	7	9
n630gat	5	-1	17	6	10
n741gat	3	-1	16	7	9
n629gat	6	-1	17	6	10
n633gat	2	-1	17	6	10
n634gat	4	-1	18	5	11
n926gat	3	-1	16	7	9
n632gat	5	-1	16	6	10
n670gat	3	-1	-1	7	8
n636gat	4	-1	-1	6	9
n1123gat	3	-1	15	7	10
n1007gat	3	-1	16	7	11
n1006gat	3	-1	16	7	11
I4309	2	7	-1	9	5
n2941gat	4	6	-1	8	6
n2814gat	1	8	-1	10	4
I4312	1	9	-1	11	3
n2811gat	1	10	-1	12	2
n1002gat	4	5	-1	10	6
n2946gat	8	4	-1	9	7
I4329	2	7	-1	9	5
n2950gat	4	6	-1	8	6
n2813gat	1	8	-1	10	4
I4332	1	9	-1	11	3
n2810gat	1	10	-1	12	2
n888gat	4	5	-1	10	6
n2933gat	8	4	-1	9	7
I4349	2	7	-1	9	5
n2935gat	4	6	-1	8	6
n2818gat	1	8	-1	10	4
I4352	1	9	-1	11	3
n2816gat	1	10	-1	12	2
n898gat	4	5	-1	10	6
n2940gat	8	4	-1	9	7
I4369	2	7	-1	9	5
n2937gat	4	6	-1	8	6
n2817gat	1	8	-1	10	4
I4372	1	9	-1	11	3
n2815gat	1	10	-1	12	2
n1179gat	4	5	-1	10	6
n2947gat	8	4	-1	9	7
I4389	2	7	-1	9	5
n2956gat	4	6	-1	8	6
n2824gat	1	8	-1	10	4
I4392	1	9	-1	11	3
n2821gat	1	10	-1	12	2
n897gat	4	5	13	10	6
n2939gat	8	4	14	9	7
I4409	2	7	-1	9	5
n2938gat	4	6	11	8	6
n2823gat	1	8	-1	10	4
I4412	1	9	-1	11	3
n2820gat	1	10	-1	12	2
n894gat	4	5	-1	10	6
n2932gat	8	4	-1	9	7
I4429	2	7	-1	9	5
n2936gat	4	6	-1	8	6
n2829gat	1	8	-1	10	4
I4432	1	9	-1	11	3
n2826gat	1	10	-1	12	2
n1180gat	4	5	16	10	6
n2948gat	8	4	17	9	7
I4449	2	7	-1	9	5
n2955gat	4	6	-1	8	6
n2828gat	1	8	-1	10	4
I4452	1	9	-1	11	3
n2825gat	1	10	-1	12	2
n671gat	0	1	-1	7	9
n628gat	3	-1	-1	7	9
n631gat	4	-1	-1	6	10
n976gat	1	-1	-1	8	8
I4475	2	7	-1	9	5
n2951gat	4	6	-1	8	6
n2807gat	1	8	-1	10	4
I4478	1	9	-1	11	3
n2803gat	1	10	-1	12	2
n2127gat	1	3	-1	14	6
I4482	1	4	-1	15	5
n2682gat	1	5	-1	16	4
I4485	1	6	-1	17	3
n2678gat	1	7	-1	18	2
n2046gat	1	3	-1	14	6
I4489	1	4	-1	15	5
n2681gat	1	5	-1	16	4
I4492	1	6	-1	17	3
n2677gat	1	7	-1	18	2
n1708gat	1	3	-1	14	6
I4496	1	4	-1	15	5
n2688gat	1	5	-1	16	4
I4499	1	6	-1	17	3
n2686gat	1	7	-1	18	2
n455gat	2	-1	16	7	6
n291gat	3	-1	14	6	7
n2237gat	2	8	-1	19	5
I4506	2	7	-1	10	3
n2764gat	3	6	-1	9	4
n2763gat	1	8	-1	11	2
n1782gat	2	4	-1	10	5
I4512	2	6	-1	10	3
n2762gat	3	5	-1	9	4
n2760gat	1	7	-1	11	2
n2325gat	2	4	-1	10	5
I4518	2	6	-1	10	3
n2761gat	3	5	-1	9	4
n2759gat	1	7	-1	11	2
n2245gat	4	10	-1	15	5
I4524	2	8	-1	10	3
n2757gat	3	7	-1	9	4
n2754gat	1	9	-1	11	2
n2244gat	4	10	-1	16	5
I4530	2	8	-1	10	3
n2756gat	3	7	-1	9	4
n2753gat	1	9	-1	11	2
n2243gat	4	10	-1	15	5
I4536	2	8	-1	10	3
n2750gat	3	7	-1	9	4
n2746gat	1	9	-1	11	2
n2246gat	4	10	-1	16	5
I4542	2	8	-1	10	3
n2749gat	3	7	-1	9	4
n2745gat	1	9	-1	11	2
n2384gat	4	10	-1	15	5
I4548	2	8	-1	10	3
n2742gat	3	7	-1	9	4
n2738gat	1	9	-1	11	2
n2385gat	4	-1	15	10	5
I4554	2	8	13	10	3
n2741gat	3	7	14	9	4
n2737gat	1	9	12	11	2
n1286gat	4	8	-1	14	5
I4558	1	9	-1	15	4
n2687gat	1	10	-1	16	3
n2685gat	1	11	-1	17	2
n1328gat	1	2	-1	8	6
n1381gat	1	3	-1	9	5
n1384gat	1	7	-1	20	5
I4566	2	5	-1	11	3
n2694gat	2	4	-1	10	4
n2690gat	1	6	-1	12	2
n1382gat	1	2	-1	8	6
n1451gat	1	3	-1	9	5
n1453gat	1	5	-1	18	5
I4573	2	5	-1	11	3
n2693gat	2	4	-1	10	4
n2689gat	1	6	-1	12	2
n927gat	1	2	-1	8	6
n925gat	1	3	-1	9	5
n1452gat	1	5	-1	18	5
I4580	2	5	-1	11	3
n2702gat	2	4	-1	10	4
n2698gat	1	6	-1	12	2
n923gat	1	2	-1	8	6
n921gat	1	3	-1	9	5
n1890gat	1	7	-1	22	5
I4587	2	5	-1	11	3
n2701gat	2	4	-1	10	4
n2697gat	1	6	-1	12	2
n850gat	1	2	-1	8	6
n739gat	1	3	-1	9	5
n1841gat	1	5	-1	20	5
I4594	2	5	-1	11	3
n2709gat	2	4	-1	10	4
n2706gat	1	6	-1	12	2
n922gat	1	2	-1	8	6
n848gat	1	3	-1	9	5
n2047gat	1	5	-1	20	5
I4601	2	5	-1	11	3
n2708gat	2	4	-1	10	4
n2705gat	1	6	-1	12	2
n924gat	1	2	-1	8	6
n849gat	1	3	-1	9	5
n2050gat	1	5	-1	20	5
I4608	2	5	-1	11	3
n2799gat	2	4	-1	10	4
n2796gat	1	6	-1	12	2
n1118gat	1	2	-1	8	6
n1032gat	1	3	-1	9	5
n2054gat	1	5	-1	20	5
I4615	2	5	-1	11	3
n2798gat	2	4	-1	10	4
n2795gat	1	6	-1	12	2
I4620	2	3	-1	10	5
n1745gat	3	2	-1	9	6
n2806gat	1	4	-1	11	4
I4623	1	5	-1	12	3
n2802gat	1	6	-1	13	2
I4626	0	1	-1	8	8
n1870gat	1	2	-1	9	7
n1086gat	1	3	-1	10	6
I4630	1	4	-1	11	5
n2805gat	1	5	-1	12	4
I4633	1	6	-1	13	3
n2801gat	1	7	-1	14	2
n67gat	3	7	-1	7	6
n85gat	3	6	-1	6	7
n71gat	3	9	-1	6	6
n180gat	5	8	-1	5	7
n1840gat	1	6	-1	21	5
I4642	3	8	-1	5	3
n2812gat	5	7	-1	4	4
n2809gat	1	9	-1	6	2
n76gat	3	7	-1	7	6
n82gat	3	6	-1	6	7
n14gat	3	9	-1	6	6
n186gat	5	8	-1	5	7
n1842gat	1	6	-1	21	5
I4651	3	8	-1	5	3
n2822gat	5	7	-1	4	4
n2819gat	1	9	-1	6	2
I4654	1	10	-1	7	1
I4657	1	10	-1	7	1
I4660	1	8	-1	15	1
I4663	1	7	-1	14	1
I4666	1	7	-1	13	1
I4669	1	7	-1	13	1
I4672	1	7	-1	13	1
I4675	1	7	-1	13	1
I4678	1	7	-1	13	1
I4681	1	7	-1	13	1
I4684	1	7	-1	13	1
I4687	1	7	-1	13	1
I4690	1	12	-1	18	1
I4693	1	10	11	12	1
I4696	1	10	-1	12	1
I4699	1	10	-1	12	1
I4702	1	10	-1	12	1
I4705	1	10	-1	12	1
I4708	1	10	-1	12	1
I4711	1	8	-1	12	1
I4714	1	8	-1	12	1
I4717	1	9	-1	12	1
I4720	1	8	-1	19	1
I4723	1	8	-1	19	1
I4726	1	8	-1	19	1
I4729	1	11	-1	13	1
I4732	1	11	-1	13	1
I4735	1	11	-1	13	1
I4738	1	11	-1	13	1
I4741	1	11	-1	13	1
I4744	1	11	-1	13	1
I4747	1	11	-1	13	1
I4750	1	11	-1	13	1
I4753	1	11	-1	13	1
I4756	1	11	-1	18	1
I4759	1	7	-1	13	1
I4762	1	7	-1	13	1
I4765	1	8	-1	21	1
I4768	1	8	-1	21	1
I4771	1	8	-1	16	1
I4774	1	8	-1	16	1
I4777	1	5	-1	14	1
I4780	1	5	-1	12	1
I4783	1	5	-1	19	1
I4786	1	6	-1	22	1
I4789	1	8	-1	17	1
I4792	1	7	-1	12	1
I4795	1	10	-1	11	1
I4798	1	12	-1	11	1
n648gat	2	-1	1	4	12
n442gat	2	-1	1	4	12
n1214gat	3	-1	5	6	11
n1215gat	3	-1	5	6	11
n1216gat	3	-1	5	6	11
n1217gat	3	-1	5	6	11
n745gat	2	-1	5	4	11
n638gat	2	-1	5	4	11
n423gat	2	-1	5	4	11
n362gat	2	-1	5	4	11
n749gat	3	-1	1	8	7
n750gat	3	-1	1	8	7
n751gat	3	-1	1	8	7
n752gat	3	-1	1	9	7
n259gat	3	5	5	10	11
n260gat	3	4	5	9	11
n261gat	3	4	5	9	11
n262gat	3	4	5	9	11
n1014gat	3	5	5	10	11
n1015gat	3	4	5	9	11
n1016gat	3	4	5	9	11
n1017gat	3	4	5	9	11
n476gat	3	5	5	10	11
n477gat	3	4	5	9	11
n478gat	3	4	5	9	11
n479gat	3	4	5	9	11
n44gat	3	8	1	13	7
n45gat	3	8	1	13	7
n46gat	3	8	1	13	7
n47gat	3	8	1	13	7
n168gat	3	5	5	10	11
n169gat	3	4	5	9	11
n170gat	3	4	5	9	11
n171gat	3	4	5	9	11
n907gat	3	5	5	10	11
n908gat	3	4	5	9	11
n909gat	3	4	5	9	11
n910gat	3	4	5	9	11
n344gat	3	5	5	10	11
n345gat	3	4	5	9	11
n346gat	3	4	5	9	11
n347gat	3	4	5	9	11
n56gat	3	8	1	13	7
n57gat	3	8	1	13	7
n58gat	3	8	1	13	7
n59gat	3	8	1	13	7
n768gat	2	-1	1	4	13
n655gat	2	-1	1	4	13
n963gat	2	-1	1	4	13
n868gat	2	-1	1	4	13
n962gat	2	-1	1	4	13
n959gat	2	-1	1	4	13
n945gat	3	5	5	11	11
n946gat	3	4	5	10	11
n947gat	3	4	5	10	11
n948gat	3	4	5	10	11
n647gat	2	-1	1	4	13
n441gat	2	-1	1	4	13
n967gat	2	-1	1	4	13
n792gat	2	-1	1	4	13
n1229gat	3	5	5	11	11
n1230gat	3	4	5	10	11
n1231gat	3	4	5	10	11
n1232gat	3	4	5	10	11
n443gat	2	-1	1	4	13
n439gat	2	-1	1	4	13
n966gat	2	-1	1	4	13
n790gat	2	-1	1	4	13
n444gat	2	-1	1	4	13
n440gat	2	-1	1	4	13
n1051gat	3	5	5	11	11
n1052gat	3	4	5	10	11
n1053gat	3	4	5	10	11
n1054gat	3	4	5	10	11
n934gat	3	8	1	14	7
n935gat	3	8	1	14	7
n936gat	3	8	1	14	7
n937gat	3	8	1	14	7
n710gat	3	5	5	13	11
n711gat	3	4	5	12	11
n712gat	3	4	5	12	11
n713gat	3	4	5	12	11
n729gat	3	5	5	10	11
n730gat	3	4	5	9	11
n731gat	3	4	5	9	11
n732gat	3	4	5	9	11
n494gat	3	5	5	10	11
n495gat	3	4	5	9	11
n496gat	3	4	5	9	11
n497gat	3	4	5	9	11
n505gat	3	8	1	13	7
n506gat	3	8	1	13	7
n507gat	3	8	1	13	7
n508gat	3	8	1	14	7
I1277	3	-1	10	5	12
n767gat	2	10	1	4	13
n653gat	2	12	1	4	13
n867gat	2	10	1	4	13
n771gat	2	12	1	4	13
n964gat	2	12	1	4	13
n961gat	2	10	1	4	13
n804gat	3	5	5	11	11
n805gat	3	4	5	10	11
n806gat	3	4	5	10	11
n807gat	3	4	5	10	11
n587gat	3	5	5	13	11
n588gat	3	4	5	12	11
n589gat	3	4	5	12	11
n590gat	3	4	5	12	11
n447gat	2	12	1	4	13
n445gat	2	10	1	4	13
n687gat	3	5	5	11	11
n688gat	3	4	5	11	11
n689gat	3	4	5	10	11
n690gat	3	4	5	10	11
n568gat	3	8	1	15	7
n569gat	3	8	1	14	7
n570gat	3	8	1	14	7
n571gat	3	8	1	14	7
I1515	3	2	4	5	15
I1584	3	3	8	16	10
n1692gat	2	3	3	12	8
I1723	3	3	8	16	13
I1733	4	4	5	18	14
n2428gat	4	3	6	19	15
n769gat	3	10	1	4	10
n1076gat	3	10	1	4	10
n766gat	3	10	1	4	10
n1185gat	3	5	7	11	11
n1186gat	3	4	7	10	11
n1187gat	3	4	7	10	11
n1188gat	3	4	7	10	11
n645gat	3	10	1	4	10
n646gat	3	10	1	4	10
n1383gat	2	2	7	8	11
n1327gat	2	2	7	8	11
n651gat	3	10	1	4	10
n652gat	3	10	1	4	10
n765gat	3	10	1	4	10
n1202gat	3	5	7	11	11
n1203gat	3	4	7	10	11
n1204gat	3	4	7	10	11
n1205gat	3	4	7	10	11
n1270gat	3	6	3	12	7
n1271gat	3	7	3	13	7
n1272gat	3	6	3	12	7
n1273gat	3	7	3	13	7
n763gat	3	10	1	4	11
n1287gat	2	2	1	8	7
n1285gat	5	3	1	9	7
n793gat	2	7	1	4	11
n556gat	2	7	1	4	11
n795gat	2	7	1	4	13
n656gat	2	7	1	4	13
n794gat	2	7	1	4	13
n773gat	2	7	1	4	13
n965gat	2	7	1	4	13
n960gat	2	7	1	4	13
n780gat	3	5	7	11	13
n781gat	3	4	7	10	13
n782gat	3	4	7	10	13
n783gat	3	4	7	10	13
n555gat	2	7	1	4	13
n450gat	2	7	1	4	13
n654gat	2	7	1	4	13
n557gat	2	7	1	4	13
n874gat	2	2	7	8	13
n132gat	2	2	7	8	13
n649gat	2	7	1	4	13
n449gat	2	7	1	4	13
n791gat	2	7	1	4	13
n650gat	2	7	1	4	13
n774gat	2	7	1	4	13
n764gat	2	7	1	4	13
n222gat	3	5	7	11	13
n223gat	3	4	7	10	13
n224gat	3	4	7	10	13
n225gat	3	4	7	10	13
n121gat	3	6	3	12	9
n122gat	3	7	3	13	9
n123gat	3	6	3	12	9
n124gat	3	7	3	13	9
n2460gat	5	3	1	9	7
n2423gat	2	2	1	8	7
n2569gat	3	4	5	18	11
n2570gat	3	4	5	17	11
n2571gat	3	4	5	17	11
n2572gat	3	4	5	17	11
n2410gat	3	5	5	18	11
n2411gat	3	4	5	17	11
n2412gat	3	4	5	17	11
n2413gat	3	4	5	17	11
n2580gat	3	8	1	21	7
n2581gat	3	8	1	21	7
n2567gat	2	2	5	13	11
n2499gat	2	3	5	14	11
n299gat	2	2	5	13	11
n207gat	2	2	5	13	11
n2647gat	3	6	1	17	7
n2648gat	3	6	1	17	7
n2602gat	3	5	5	18	11
n2603gat	3	5	5	18	11
n2604gat	3	6	5	19	11
n2605gat	3	5	5	18	11
n2546gat	3	5	5	18	11
n2547gat	3	4	5	17	11
n2548gat	3	4	5	17	11
n2549gat	3	4	5	17	11
n2614gat	3	9	1	22	7
n2615gat	3	8	1	21	7
n2461gat	5	7	8	13	12
n2421gat	3	6	8	12	12
n2930gat	8	4	5	10	9
n1153gat	2	3	6	9	10
n1151gat	2	3	6	9	10
n982gat	2	3	6	9	10
n877gat	2	3	6	9	10
n2957gat	8	4	5	10	9
n1159gat	2	3	6	9	10
n1158gat	2	3	6	9	10
n1156gat	2	3	6	9	10
n1155gat	2	3	6	9	10
n1443gat	2	3	9	11	13
n1325gat	2	3	9	8	13
n1321gat	5	3	9	10	13
n1320gat	2	3	9	8	13
n1368gat	2	3	9	11	13
n1258gat	2	3	9	8	13
n1373gat	2	3	9	11	13
n1372gat	2	3	9	8	13
n2978gat	8	7	5	12	9
n1441gat	2	6	6	11	10
n1440gat	2	6	6	11	10
n1371gat	2	6	6	11	10
n1367gat	2	6	6	11	10
n2982gat	4	4	5	14	9
n1504gat	3	7	6	13	10
n1502gat	3	3	6	13	10
n1250gat	2	3	9	9	13
n1103gat	2	3	9	9	13
n1304gat	2	3	9	9	13
n1249gat	2	3	9	9	13
n1246gat	2	3	9	9	13
n1161gat	2	3	9	9	13
n1291gat	2	3	9	9	13
n1245gat	2	3	9	9	13
n2973gat	8	7	5	13	9
n1352gat	2	6	6	12	10
n1351gat	2	6	6	12	10
n1303gat	2	6	6	12	10
n1302gat	2	6	6	12	10
n1163gat	2	3	9	11	13
n1102gat	2	3	9	9	13
n1101gat	2	3	9	9	13
n996gat	2	3	9	11	13
n1104gat	2	3	9	9	13
n887gat	2	3	9	11	13
n1305gat	2	3	9	9	13
n1162gat	2	3	9	11	13
n2977gat	8	7	5	13	9
n1360gat	2	6	6	12	10
n1359gat	2	6	6	12	10
n1358gat	2	6	6	12	10
n1357gat	2	6	6	12	10
I2720	3	4	4	19	15
I2735	3	3	4	19	13
I2812	6	6	3	12	7
n1703gat	2	5	2	11	8
n1778gat	2	5	2	11	8
n1609gat	2	5	2	11	7
I2831	3	4	4	19	14
I2889	3	3	4	19	31
I2925	3	3	2	19	13
I2934	3	4	2	19	13
n1733gat	2	5	4	15	19
n1581gat	2	5	4	16	19
n2079gat	7	3	1	17	18
n2073gat	6	3	1	17	18
n1574gat	3	5	7	14	16
n1573gat	3	5	7	14	16
n2992gat	9	5	3	10	12
n1723gat	3	5	4	10	13
n1647gat	3	5	4	10	13
n1646gat	3	4	4	9	13
n2986gat	9	6	3	11	12
n1650gat	3	5	4	10	13
n1649gat	3	5	4	10	13
n1563gat	3	5	4	10	13
n2991gat	8	6	3	11	12
n1654gat	2	7	4	17	13
n1653gat	3	5	4	10	13
n1644gat	3	6	4	11	13
I3148	3	3	4	19	15
I3178	3	3	2	19	13
